title_product_a,title_product_b,manufacturer_a,manufacturer_b,product_a_barcode,product_b_barcode,m_source_id,c_source_id
"LA ROCHE-POSAY veido serumas aknės pažeistai odai EFFACLAR, 30 ml","LA ROCHE POSAY veido serumas EFFACLAR, 30 ml",LA ROCHE-POSAY,la-roche-posay,3337875722827,3337875722827,333787572282,19530
"ACONITUM SAULĖS VITAMINAS, obuolių skonio, 30 kramtomųjų tablečių","SAULĖS VITAMINAS, 30 kramtomųjų tab.",ACONITUM,aconitum,4771316314438,4771316314438,477131631443,20949
"URGO PORE pleistras, balta spalva, 5 m x 1,25 cm, 1 vnt.","URGOPORE celiuliozinis pleistras ritėje, 1,25 cm x 5 m, 1 vnt.",URGO,urgo,3664492020853,3664492020853,400074,18669
"EAU THERMALE AVENE maitinamasis veido ir kūno  kremas XERACALM A.D, 200 ml","AVENE maitinamasis veido ir kūno kremas XERACALM A.D., 200 ml",AVENE,avene,3282770154580,3282770154580,328277940555,16243
"LA ROCHE-POSAY micelinis vanduo REACTIVE, 400 ml","LA ROCHE POSAY micelinis vanduo jautriai dirgliai odai REACTIVE, 400 ml",LA ROCHE-POSAY,la-roche-posay,3337875528108,3337875528108,333787552810,16926
"TRAUMEEL S, Tabletės, N50","SUPERFOODS maisto papildas sąnariams OSTEOAID, 30 kaps.",TRAUMEEL S,superfoods,4047642000551,5213006870019,015239,21082
"TRAUMEEL S, Tabletės, N50","SUPERFOODS maisto papildas sąnariams OSTEOAID, 30 kaps.",TRAUMEEL S,superfoods,4047642000551,5213006870019,015239,21082
"SUPERFOODS OSTEOAID, 30 kapsulių","SUPERFOODS maisto papildas sąnariams OSTEOAID, 30 kaps.",SUPERFOODS,superfoods,5213006870019,5213006870019,220460,21082
"ECOSH PREGNANCY COMPLEX, 90 kapsulių","ECOSH PREGNANCY COMPLEX, 90 kaps.",ECOSH,ecosh,4741609214011,4741609214011,224200,27137
"BIODERMA kremas emolientas labai sausai ir atopiškai odai ATODERM INTENSIVE BAUME, bekvapis, 200 ml","SENI sauskelnės Classic Basic S, 30 vnt.",BIODERMA,seni,3701129802069,5900516696597,340134128642,20832
"BIODERMA kremas emolientas labai sausai ir atopiškai odai ATODERM INTENSIVE BAUME, bekvapis, 200 ml","SENI sauskelnės Classic Basic S, 30 vnt.",BIODERMA,seni,3701129802069,5900516696597,340134128642,20832
"HARMONIZAN SHOTS, nuo 12 m., 14 buteliukų","HARMONIZAN SHOTS, 14 vnt.",HARMONIZAN,zan,7640153062208,7640153062208,764015306220,22907
"DR. BROWNS gertuvė CHEERS DECO 360, 200 ml, nuo 6 mėn., mėlyna spalva, 1 vnt.+dangtelis","DR. BROWNS gertuvė CHEERS 360, nuo 6 mėn., mėlyna, 200 ml",DR. BROWN S,dr-brown-s,0722393238098,072239323809,072239314852,22833
"FLAVAMED, 60mg, Šnypščiosios tabletės, N10","DR. BROWNS gertuvė CHEERS 360, nuo 6 mėn., mėlyna, 200 ml",FLAVAMED,dr-brown-s,401305402036,072239323809,401305402036,22833
"FLAVAMED, 60mg, Šnypščiosios tabletės, N10","DR. BROWNS gertuvė CHEERS 360, nuo 6 mėn., mėlyna, 200 ml",FLAVAMED,dr-brown-s,401305402036,072239323809,401305402036,22833
"INSUPEN adatos insulinams, 32 G, 6 mm, 100 vnt.","INSUPEN insulino adata 6 mm, 32 g, 100 vnt.",INSUPEN,insupen,8058090004738,8058090004738,213814,24866
"MACADAMIA NATURAL OIL gaivinamasis plaukų šampūnas, 300 ml","MACADAMIA atgaivinantis šampūnas, 300 ml",MACADAMIA,macadamia,8513250021074,851325002107,851325002107,19901
"HJERTEMAGNYL, 150 mg, plėvele dengtos tabletės, N30","DSM veido kremas nuo raukšlių su mineralais, 50 ml",HJERTEMAGNYL,dsm,474127311634,7290016932249,474127311634,22708
"HJERTEMAGNYL, 150 mg, plėvele dengtos tabletės, N30","DSM veido kremas nuo raukšlių su mineralais, 50 ml",HJERTEMAGNYL,dsm,474127311634,7290016932249,474127311634,22708
"GLOFIX SKIN BOOST, maisto papildas odai, plaukams, nagams, 60 kapsulių","GLOFIX SKIN BOOST, 60 kaps.",GLOFIX,glofix,5060003592655,4771632313832,220464,21186
"GLOFIX maisto papildas odai, plaukams, nagams SKIN BOOST, 60 kapsulių","GLOFIX SKIN BOOST, 60 kaps.",GLOFIX,glofix,4771632313832,4771632313832,223813,21186
"KAPTOPRIL KRKA, 25mg, Tabletės, N20","NEW NORDIC SCALP COMFORT, 120 kaps.",KAPTOPRIL KRKA,new-nordic,383898950566,5021807006304,042785,21227
"KAPTOPRIL KRKA, 25mg, Tabletės, N20","NEW NORDIC SCALP COMFORT, 120 kaps.",KAPTOPRIL KRKA,new-nordic,383898950566,5021807006304,042785,21227
"NEW NORDIC SCALP COMFORT, 120 kapsulių","NEW NORDIC SCALP COMFORT, 120 kaps.",NEW NORDIC,new-nordic,5021807006304,5021807006304,502180700630,21227
"EAU THERMALE AVENE maitinamasis veido ir kūno balzamas XERACALM A.D, 200 ml","AVENE maitinamasis veido ir kūno balzamas XERACALM A.D., 200 ml",AVENE,avene,3282770154559,3282770154559,328277940548,16244
"SAPIENS FORTE POLIFENOLIAI, 30 minkštų kapsulių","SAPIENS FORTE POLIFENOLIAI, 30 kaps.",SAPIENS,sapiens,4779052390181,4779052390181,477905239018,22924
"RESTLESS LEGS, nuo 11 m., 60 tablečių","NEW NORDIC RESTLESS LEGS, 60 tab.",NEW NORDIC,new-nordic,5021807007585,5021807007585,223969,27094
"TENA paklotai BED SECURE ZONE PLUS, 60 x 90 cm, 30 vnt.","NEW NORDIC RESTLESS LEGS, 60 tab.",TENA,new-nordic,7322540520897,5021807007585,225794,27094
"TENA paklotai BED SECURE ZONE PLUS, 60 x 90 cm, 30 vnt.","NEW NORDIC RESTLESS LEGS, 60 tab.",TENA,new-nordic,7322540520897,5021807007585,225794,27094
"PERSPI rutulinis antiperspirantas su alavijais GUARD ROLL ON, 30 ml","PERSPI rutulinis antiperspirantas su alavijais GUARD ROLL ON, 30 ml",PERSPI,perspi,5060169700192,5060169700192,506016970019,18256
"PAMEX PANTHENOL losjonas, 200 ml","ALLVERNUM kvepalai TEA LEAF & WHITE WOODS, 50 ml",PANTHENOL,allvernum,4260312160243,5901845532082,426031216024,20247
"PAMEX PANTHENOL losjonas, 200 ml","ALLVERNUM kvepalai TEA LEAF & WHITE WOODS, 50 ml",PANTHENOL,allvernum,4260312160243,5901845532082,426031216024,20247
"URGO pleistrai nuospaudoms, 12 vnt.","GOLDEN ROSE nagų lakas EXTREME, Nr. 202, 10,2 ml",URGO,golden-rose,3664492018393,8691190419882,3300990,21371
"URGO pleistrai nuospaudoms, 12 vnt.","GOLDEN ROSE nagų lakas EXTREME, Nr. 202, 10,2 ml",URGO,golden-rose,3664492018393,8691190419882,3300990,21371
"PHARMACERIS T kremas nuo inkštirų COMEDO ACNE, 40 ml","PHARMACERIS veido kremas nuo inkštirų T COMEDO ACNE, 40 ml",PHARMACERIS,pharmaceris,5900717140103,5900717140103,590071714010,21476
"URIAGE kremas PRURICED, 100 ml","HEMPZ plaukų kondicionierius pažeistiems, dažytiems plaukams ORIGINAL, 250 ml",URIAGE,hempz,3661434009686,676280049130,366039800130,23021
"URIAGE kremas PRURICED, 100 ml","HEMPZ plaukų kondicionierius pažeistiems, dažytiems plaukams ORIGINAL, 250 ml",URIAGE,hempz,3661434009686,676280049130,366039800130,23021
"LA ROCHE-POSAY veido fluidas su atspalviu ANTHELIOS UVMUNE 400, SPF 50+, 50 ml","LA ROCHE POSAY apsauginis tonuojantis veido fluidas ANTHELIOS, SPF50+, 50 ml",LA ROCHE-POSAY,la-roche-posay,3337875797641,3337875797641,333787579764,25341
"NO-SPA, 40mg/2ml, injekcinis tirpalas, N25","LA ROCHE POSAY apsauginis tonuojantis veido fluidas ANTHELIOS, SPF50+, 50 ml",NO-SPA,la-roche-posay,366479800610,3337875797641,012532,25341
"NO-SPA, 40mg/2ml, injekcinis tirpalas, N25","LA ROCHE POSAY apsauginis tonuojantis veido fluidas ANTHELIOS, SPF50+, 50 ml",NO-SPA,la-roche-posay,366479800610,3337875797641,012532,25341
"URTEKRAM drėkinamasis šampūnas normaliems plaukams ALOE, LT-EKO-001, 500 ml","URTEKRAM šampūnas normaliems plaukams ALOE, 500 ml",URTEKRAM,urtekram,5765228838228,5765228838228,576522883736,19445
"SUKATŽOLIŲ TINKTŪRA VALENTIS, 25 ml su lašintuvu, geriamieji lašai, tirpalas, N1",Sukatžolių tinktūra VALENTIS geriamieji lašai 25 ml,KITA,valentis,000000047445,4779017990265,047445,21750
"INFLUCID, Tabletės, N40",INFLUCID tabletės N40,INFLUCID,influcid,100002052141,4260019331595,2052141,16066
"ROWATINEX, 31mg+15mg+3mg+4mg+10mg+4mg, skrandyje neirios minkštos kapsulės, N100",ROWATINEX skrandyje neirios minkštosios kapsulės N100,ROWATINEX,rowatinex,539038770103,5390387701030,539038770103,20315
"VIBROCIL 2,5mg/0,25mg/ml, 15ml, nosies purškalas (tirpalas), N1",VIBROCIL 2.5 mg/0.25 mg/ml nosies purškalas (tirpalas) 15 ml,VIBROCIL,vibrocil,000000050442,5054563917614,050442,18281
"ŠVF pataisų sporos, 10 g","ŠVF pataisų sporos, 10 g",ŠVENČIONIŲ ARBATOS,svf,4770161091297,4770161091297,226054,22685
"CURAPROX dantų šepetėlis vaikams, 412 m., 1 vnt.","CURAPROX dantų šepetėlis KIDS, vaikams nuo 4 iki 12 metų, 1 vnt.",CURAPROX,curaprox,7612412429077,7612412429077,761241242907,18615
"ALPECIN losjonas su kofeinu nuo plaukų slinkimo, 200 ml","BIKOR veido pudra EGIPTO ŽEMĖ, 14 g",ALPECIN,bikor,4008666270627,7640105270019,400866621401,26199
"ALPECIN losjonas su kofeinu nuo plaukų slinkimo, 200 ml","BIKOR veido pudra EGIPTO ŽEMĖ, 14 g",ALPECIN,bikor,4008666270627,7640105270019,400866621401,26199
"DICLAC,  50 g, Gelis, N1","ISLA pastilės CASSIS, 30 vnt.",DICLAC,isla,000000200203,4104480466045,200203,21988
"DICLAC,  50 g, Gelis, N1","ISLA pastilės CASSIS, 30 vnt.",DICLAC,isla,000000200203,4104480466045,200203,21988
"ISLA CASSIS, juodųjų serbentų skonio, 30 pastilių","ISLA pastilės CASSIS, 30 vnt.",ISLA,isla,4104480466045,4104480466045,410448046604,21988
"ELUDRIL skystis burnai skalauti CLASSIC, nuo 6 m., 500 ml","ELUDRIL burnos skalavimo skystis CLASSIC, 500 ml",ELUDRIL,eludril,3577056025495,3577056025495,357705600913,22788
"ZIG ZAG purškalas nuo vabzdžių, bekvapis, 100 ml","ZIGZAG repelentas nuo erkių SPRAY, 100 ml",ZIG-ZAG,zig-zag,8004235007515,8004235007515,221345,21201
"GASTRO FORTE, nuo 12 m., 10 skrandyje neirių dengtų kapsulių","GASTRO maisto papildas FORTE, 10 kaps.",GASTRO FORTE,gastro-forte,4779034470023,4779034470023,477903447002,15033
"MARSIEČIAI IMUNACTIV, braškių skonio, 30 kramtomųjų tablečių","MARSIEČIAI IMUNACTIV, braškių skonio, 30 kramtomųjų tab.",MARSIEČIAI,marsieciai,8596024007238,8596024007238,859516528012,15337
"PANTOGAR šampūnas moterims, 200 ml","PANTOGAR šampūnas moterims nuo plaukų slinkimo, 200 ml",PANTOGAR,pantogar,4046222620875,4046222620875,404622262087,19059
"BABĒ drėkinamasis, raminamasis kūno prausiklis BODY Hydra-Calm, 500 ml","BABE drėkinamasis raminamasis kūno prausiklis, 500 ml",BABE,babe,8437011329912,8437011329912,843701132991,16207
"BORO PLUS kremas REGULAR, 50 ml","BORO PLUS kremas REGULAR, 50 ml",BORO PLUS,boro-plus,8901248333078,8901248333078,506006852703,16425
"VICHY naktinis veido kremas NEOVADIOL PERIMENOPAUSE, 50 ml","VICHY naktinis veido kremas NEOVADIOL PERIMENOPAUSE, 50 ml",VICHY,vichy,3337875774086,3337875774086,333787577408,19004
"ZEWA vienkartinės nosinaitės SOFTIS MENTHOL, 4 sluoksnių, 9 vnt.","SWANSON gulsčioji serenoja SAW PALMETTO, 540 mg, 100 kaps.",ZEWA,swanson,7322540348750,087614019093,400667036002,26565
"ZEWA vienkartinės nosinaitės SOFTIS MENTHOL, 4 sluoksnių, 9 vnt.","SWANSON gulsčioji serenoja SAW PALMETTO, 540 mg, 100 kaps.",ZEWA,swanson,7322540348750,087614019093,400667036002,26565
"CELLUFIT ACTION, 60 tablečių","NEW NORDIC CELLUFIT ACTION, 60 tab.",NEW NORDIC,new-nordic,5021807452804,5021807452804,223593,27092
"TENA paklotai BED SECURE ZONE PLUS, 40 x 60 cm, 30 vnt.","NEW NORDIC CELLUFIT ACTION, 60 tab.",TENA,new-nordic,7322540530469,5021807452804,225790,27092
"TENA paklotai BED SECURE ZONE PLUS, 40 x 60 cm, 30 vnt.","NEW NORDIC CELLUFIT ACTION, 60 tab.",TENA,new-nordic,7322540530469,5021807452804,225790,27092
"GILLETTE skustuvas MACH 3, 1 vnt.+2 galvutės","GILLETTE skustuvas MACH3, 2 galv.",GILLETTE,gillette,770201802067,7702018020676,770201802067,15021
"A-DERMA bemuilis dermatologinis muilas su avižų ekstraktu, 100 g","A-DERMA dermatologinis muilas, 100 g",A-DERMA,a-derma,3282779285230,3282779285230,328277015009,15068
"CARVEDILOLHEXAL, 6,25mg, Tabletės, N30","BIO BALANCE drėkinančios ir stangrinančios veido ampulės SALMON DNA, 2 ml x 10 vnt.",CARVEDILOLHEXAL,bio-balance,000000052828,8697711601736,052828,21727
"BABĒ dermaseptinis rankų kremas BODY, nuo 3 m., 75 ml","BABE dermaseptinis rankų kremas BODY, 75 ml",BABE,babe,8436571631237,8436571631237,843657163123,23267
"AQUACEL FOAM lipnus tvarstis su silikonu, 12,5 x 12,5 cm, 10 vnt.","BABE dermaseptinis rankų kremas BODY, 75 ml",AQUACEL,babe,7684551228828,8436571631237,225746,23267
"BIOMAGNIS B6 PREMIUM, 28 pakelių","BIOFARMACIJA BIOMAGNIS PREMIUM + B6, B12 ir cinkas, milteliai, 2,4 g, 28 pakeliai",BIOFARMACIJA,biofarmacija,7290010159178,7290010159178,219595,19565
"A-DERMA masažuojamasis aliejus nuo strijų ir randų EPITHELIALE A.H, 40 ml","A-DERMA masažinis aliejus nuo randų EPITHELIALE AH DUO, 40 ml",A-DERMA,a-derma,3282770144246,3282770144246,328277020042,18131
"EUCERIN serumas HYALURON-FILLER + ELASTICITY 3D, 30 ml","EUCERIN serumas HYALURON-FILLER + ELASTICITY 3D, 30 ml",EUCERIN,eucerin,4005800272042,4005800272042,400580027204,18285
"TENA sauskelnės kelnaitės PANTS EXTRA, XL dydis, 12 vnt.","TENA sauskelnės kelnaitės Pants Extra, XL, 12 vnt.",TENA,tena,7322542143353,7322541455778,218725,19115
"IMUNOSIL VIRUFIX, 90 kapsulių","IMUNOSIL VIRUFIX, 60 kaps. + 30 kaps.",IMUNOSIL VIRUFIX,imunosil-virufix,4751020311114,4751020311114,475102031111,18438
"LOPEDIUM, 2mg, Kietosios kapsulės, N30","BIODERMA šviesinamasis veido serumas PIGMENTBIO C-CONCENTRATE, 15 ml",LOPEDIUM,bioderma,403085500091,3701129800119,043770,21027
"LOPEDIUM, 2mg, Kietosios kapsulės, N30","BIODERMA šviesinamasis veido serumas PIGMENTBIO C-CONCENTRATE, 15 ml",LOPEDIUM,bioderma,403085500091,3701129800119,043770,21027
"BIODERMA šviesinamasis serumas PIGMENTBIO C-CONCENTRATE, 15 ml","BIODERMA šviesinamasis veido serumas PIGMENTBIO C-CONCENTRATE, 15 ml",BIODERMA,bioderma,3701129800119,3701129800119,370112980011,21027
"WALMARK GINKOPRIM MAX 120 mg, 30 tablečių","TENA sauskelnės PANTS PLUS XS, 14 vnt.",GINKOPRIM,tena,8596024002264,7322541357751,859602400226,24782
"TENA sauskelnės kelnaitės PANTS PLUS, XS dydis, 14 vnt.","TENA sauskelnės PANTS PLUS XS, 14 vnt.",TENA,tena,7322542167892,7322541357751,206616,24782
"CARDIKET RETARD, 40mg, pailginto atpalaidavimo tabletės, N50","LIFEPLAN ciberžolių ekstraktas 500 mg, 60 kietųjų kaps.",CARDIKET RETARD,lifeplan,403072908761,5019205014588,045665,21389
"CURCUMIN 500 mg, LIFEPLAN SUPER HERBS, 60 kapsulių","LIFEPLAN ciberžolių ekstraktas 500 mg, 60 kietųjų kaps.",LIFEPLAN,lifeplan,5019205014588,5019205014588,501920501458,21389
"SAPIENS multivitaminų kompleksas moterims: RYTAS + VAKARAS, 60 tablečių","SAPIENS multivitaminų kompleksas moterims (Rytas + Vakaras), 60 tab.",SAPIENS,sapiens,4779052390662,4779052390662,223842,26266
"MOBIVEN MICRO, 20 kapsulių","EQUAZEN JELLY, 60 guminukų",MOBIVEN MICRO,equazen,4779028551240,5060072606437,477902855124,27458
"EQUAZEN JELLY guminukai, nuo 3 m., 60 guminukų","EQUAZEN JELLY, 60 guminukų",EQUAZEN,equazen,5060072606437,5060072606437,224212,27458
"LAZARTIGUE veganiškas plaukų šampūnas dažytiems plaukams COLOUR PROTECT, 250 ml","LAZARTIGUE spalvą ir švytėjimą išsaugantis šampūnas, 250 ml",LAZARTIGUE,lazartigue,3372290121725,3372290121725,337229012172,18459
"BIODERMA atkuriamasis rankų balzamas CICABIO MAINS, nuo 3 m., 50 ml","BIODERMA atkuriamasis balzamas rankoms CICABIO MAINS, 50 ml",BIODERMA,bioderma,3701129804711,3701129804711,370112980471,18984
"HELEN SEWARD intensyviai drėkinanti kaukė dažytiems plaukams MEDITER HYDRA 5/M, 75 ml","HELEN SEWARD drėkinamoji kaukė dažytiems plaukams MEDITER, 75 ml",HELEN SEWARD,helen-seward,8011172022716,8011172022716,221572,19598
"ORO DI SPELLO intensyviai drėkinantis ir maitinantis kremas SPECIAL DRY SKIN CREAM, 100 ml","ORO DI SPELLO intensyviai drėkinantis ir maitinantis kūno kremas, 100 ml",ORO DI SPELLO,oro-di-spello,802796944140,8027969443121,802796944140,20075
"PHARMACERIS A kremas sudirgusiai odai CORNEO SENSILIUM, 75 ml","PHARMACERIS veido ir kūno kremas sudirgusiai odai A CORNEO SENSILIUM, 75 ml",PHARMACERIS,pharmaceris,5900717160040,5900717160040,590071716004,21474
"DONEPEZIL ACTAVIS, 10mg, plėvele dengtos tabletės, N28","Propolio tepalas, 20 g",DONEPEZIL ACTAVIS,medicata,000000201089,4770684852290,201089,22549
"DONEPEZIL ACTAVIS, 10mg, plėvele dengtos tabletės, N28","Propolio tepalas, 20 g",DONEPEZIL ACTAVIS,medicata,000000201089,4770684852290,201089,22549
"PROPOLIO tepalas, 20 g, 20 g","Propolio tepalas, 20 g",MEDICATA,medicata,4770684852290,4770684852290,477068485229,22549
"EXUVIANCE bioaktyvus veido prausiklis AGE REVERSE, 125 ml","EXUVIANCE bioaktyvus prausiklis-putos brandžiai odai AGE REVERSE, 125 ml",EXUVIANCE,exuviance,7320132025690,732013202569,732013202569,23176
"MedB Floral Garden Sandalwood lūpų kaukė, 20 g","MEDB lūpų kaukė FLORAL GARDEN LIP MASK SANDALWOOD, 20 g",MEDB,medb,8809698221283,8809698221283,226851,27603
"SANITAS aktyvinta anglis, 20 kapsulių","PIC automatinis kraujo spaudimo matuoklis CardioAfib, ant žąsto, 1 vnt.",SANITAS,pic,477023600316,8058090008644,477023600316,20745
"PROPOLIS MDF, 30 ml, burnos gleivinės, gerklų ir ryklės tirpalas, N1","MARSIEČIAI IMUNACTIV, apelsinų skonio, 30 kramtomųjų tab.",PROPOLIO,marsieciai,477068485308,8596024009164,477068485308,21609
"PROPOLIS MDF, 30 ml, burnos gleivinės, gerklų ir ryklės tirpalas, N1","MARSIEČIAI IMUNACTIV, apelsinų skonio, 30 kramtomųjų tab.",PROPOLIO,marsieciai,477068485308,8596024009164,477068485308,21609
"ROSWERA, 20mg, plėvele dengtos tabletės, N30","MEDICARE tekstiliniai pleistrai, 20 vnt.",ROSWERA,medicare,383898959042,4750879001429,383898959042,23096
"ROSWERA, 20mg, plėvele dengtos tabletės, N30","MEDICARE tekstiliniai pleistrai, 20 vnt.",ROSWERA,medicare,383898959042,4750879001429,383898959042,23096
"Mezym 20000 V, Skrandyje neirios tabletės, N20",MEZYM 20000 V skrandyje neirios tabletės N20,MEZYM,mezym,100000215366,4013054027844,215366,18057
"IBUSTAR 40mg/ml, 100 ml ir geriamasis švirkštas, geriamoji suspensija, N1",IBUSTAR 40 mg/ml geriamoji suspensija vaikams 100 ml,IBUSTAR,ibustar,401305402548,4013054025482,401305402548,17268
"URIAGE veido kremas riebiai, spuoguotai odai HYSEAC 3-REGUL GLOBAL, 40 ml","URIAGE kremas HYSEAC 3-REGULAR GLOBAL, 40 ml",URIAGE,uriage,3661434004308,3661434004308,366143400430,16499
"LAX FORTE rektalinės žvakutės žarnyno veiklai, 6 Žvakutės","LAXFORTE vidurius laisvinančios žvakutės, 6 vnt.",LAX FORTE,laxforte,4779034470283,4779034470283,477903447028,17871
"PROSTA VITAL, 60 tablečių","NEW NORDIC Prosta Vital, 60 tab.",PROSTA VITAL,new-nordic,5021807454907,5021807454907,502180745490,20823
"ELMEX dantų šepetėlis vaikams, 36 m., 1 vnt.","ELMEX dantų šepetėlis JUNIOR, minkštas, 3-6 metų vaikams, 1 vnt.",ELMEX,elmex,7610108043552,7610108043552,207941,17793
"ELMEX dantų šepetėlis, 03 m., 1 vnt.","ELMEX dantų šepetėlis, švelnus, 0-3 metų vaikams, 1 vnt.",ELMEX,elmex,7610108043521,7610108043521,207939,18144
"Starazolin, sausoms ir sudirgusioms akims akių lašai, 10 ml","STARAZOLIN lašai akims, 10 ml",STARAZOLIN,starazolin,5903060622715,5903060622715,222199,23152
"KUKLA COSMETICS drėkinamasis kondicionierius, 300 ml","KUKLA drėkinantis plaukų kondicionierius COSMETICS, 300 ml",KUKLA COSMETICS,kukla,4779049690119,4779049690119,477904969011,20395
"BIODERMA micelinis valomasis vanduo SEBIUM H2O, 250 ml","BIODERMA valomasis vanduo riebiai, mišriai ir linkusiai į aknę odai SÉBIUM H2O, 250 ml",BIODERMA,bioderma,3401572288297,3401572288297,340157228829,22395
"SUNSTAR GUM balinamoji dantų pasta ORIGINAL WHITE, 75 ml","G.U.M dantų pasta ORIGINAL WHITE, 75 ml",GUM,g-u-m,0709423031324,070942303132,070942303132,15211
"BELLA ypač ploni higieniniai paketai su sparneliais PERFECTA ULTRA BLUE, 10 vnt.","BELLA higieniniai paketai PERFECTA ULTRA BLUE, 10 vnt.",BELLA,bella,5900516305246,5900516305246,590051630087,23128
"LIBRESSE paketai ULTRA NORMAL WINGS, 20 vnt.","LIBRESSE paketai Normal, 20 vnt.",LIBRESSE,libresse,7310791245607,7310791245607,731079124560,20964
"LUVOS HEILERDE geriamas molis milteliais, 380 g","LUVOS geriamasis molis milteliais Heilerde Mikrofein, 380 g",LUDOS HEILERDE,luvos,4005120205058,4005120205058,221468,20737
"Sterilios marlinės servetėlės N5, 10 x 20 cm, 5 vnt.","SENSODYNE dantų pasta WHITENING, 75 ml",KITA,sensodyne,4779021090586,5908311868515,991071,22103
"Sterilios marlinės servetėlės N5, 10 x 20 cm, 5 vnt.","SENSODYNE dantų pasta WHITENING, 75 ml",KITA,sensodyne,4779021090586,5908311868515,991071,22103
"SENSODYNE balinamoji dantų pasta WHITENING, 75 ml","SENSODYNE dantų pasta WHITENING, 75 ml",SENSODYNE,sensodyne,5908311868515,5908311868515,404740004070,22103
"LA ROCHE-POSAY losjonas nuo saulės kūdikiams ANTHELIOS, SPF 50+, nuo 6 mėn., 50 ml","LA ROCHE POSAY pienelis kūdikiams nuo saulės ANTHELIOS SPF50+, 50 ml",LA ROCHE-POSAY,la-roche-posay,3337872419904,3337872419904,333787241990,16621
"IMMUNOTROFINA purškalas, 30 ml","IMMUNOTROFINA purškalas nuo kosulio, 30 ml, 1 vnt.",IMMUNOTROFINA,immunotrofina,100000002499,8034125180684,100930551419,15487
"TENA naktinės sauskelnės kelnaitės PANTS NIGHT SUPER, M dydis, 10 vnt.","TENA sauskelnės kelnaitės Pants Night Super, M, 10 vnt.",TENA,tena,7322542169643,7322541215082,216054,18223
"LACTO HEAL makšties ovulės, 7 vnt.","LACTOHEAL makšties ovulės, 7 vnt.",LACTO HEAL,lactoheal,4779034470528,4779034470528,477903447052,19046
"NATURA+ uždaras maišelis, 45 mm, 30 vnt.","NATURA uždari maišeliai su filtru, 45 mm, 30 vnt.",NATURA+,convatec,7684551139582,768455113958,204818,15497
